HR,mean_nni,sdnn,sdsd,nni_50,pnni_50,pnni_20,median_nni,range_nni,cvsd,cvnni,mean_hr,max_hr,min_hr,std_hr,lf,hf,lf_hf_ratio,total_power,vlf,sd1,ratio_sd2_sd1,Permutation entropy,Spectral entropy,SVD entropy,Approximate entropy,Sample entropy,Hjorth mobility,Hjorth complexity,Number of zero-crossings,Petrosian fractal dimension,Katz fractal dimension,Higuchi fractal dimension,Detrended fluctuation analysis,Seat angle,Temperature,Humidity,mean,min_val,std_dev,range_val,q1,q2,q3,skewness,kurtosis,hrg_value,breath_rate,express_label,Discomfortrating
-0.906701713,0.896287779,-0.083039399,-0.269709302,0.240186594,-0.499691204,-0.266290591,0.640176618,1.109995295,-0.566535539,-0.382033669,-1.02346796,0.686014486,-0.924371093,-0.350567076,0.560812849,-0.524830358,0.715346968,0.372495843,0.788416405,-0.305734303,0.298902069,-1.072340351,-0.019761484,-0.389569636,0.719844768,0.398944129,-0.297739089,-0.571935546,0.598602508,-0.977576764,1.273062009,-0.89971091,-0.464206139,0.328100102,-1.387662934,-1.057399361,0.053290743,0.164751826,0.224219267,-0.149490499,-0.455880869,-0.135071771,0.713157396,-0.142017627,-0.360244384,-0.700665943,0.329371408,-1.076956854,1
-0.2156354,0.175388113,0.423747833,0.357277848,0.560638074,-0.065863717,-0.195051332,0.26218527,0.577904702,0.312183954,0.385748822,-0.169834074,0.344806368,-0.533692441,0.454497417,0.434922953,-0.495573207,0.552085446,-0.182131771,-0.836548441,0.293911164,0.120024708,0.214684626,0.524612565,-0.2776339,0.22183393,-0.375352754,-0.29444949,-0.120397433,0.598602508,-0.375141627,-0.139307983,-0.396527961,-0.511035868,0.328100102,-1.492163987,-1.057399361,-0.063197768,0.107150453,-0.505120477,-0.179536914,0.733993423,0.279438292,-0.753631837,-0.086626558,0.125739689,0.372598473,-0.718255794,-1.076956854,1
0.428852987,-0.00552091,0.562544172,0.453374315,0.881089555,0.188677742,0.902149112,-0.094703114,1.135332942,0.483486024,0.604446793,0.058570391,0.96019958,-0.880707009,0.657404613,-0.87529586,-0.20483758,-0.716703079,-0.667861517,0.009193653,0.384140137,0.170748209,0.828074909,0.739195612,0.531812676,0.626023156,0.127973424,0.460023971,-0.229838689,0.598602508,-0.112051817,0.413498965,0.098119828,-0.583357582,0.328100102,-1.492163987,-1.057399361,0.011836742,0.439034877,-0.590138767,-0.421071821,0.828679715,0.465039813,-0.74074312,-0.337229434,-0.130476541,-0.266081419,-0.194442193,0.928542305,1
0.520385889,-0.463461986,0.984254347,0.79344917,0.987906715,0.387659391,-0.252911512,-0.405040838,0.527229408,1.046051741,1.26455774,0.72963445,1.055363476,-0.281318211,1.411983479,-0.041189074,0.533790389,-0.466812811,0.698352409,1.637001731,0.709816824,0.250986471,0.371168068,0.109989426,-0.490416321,0.36672392,0.226006778,-0.562848292,0.151340103,0.598602508,-0.337539683,0.339124118,-0.507407477,-0.417656501,0.328100102,-1.492163987,-1.057399361,0.051967089,-0.051736557,-0.04935146,-0.030080564,0.069552509,-0.442860959,0.016502269,0.095134912,-0.201266885,0.199094218,0.067464607,-1.076956854,1
0.53724714,-1.072436514,0.306489628,0.582752555,0.881089555,0.188677742,0.077105809,-1.025716287,0.983307059,1.096457533,0.784346381,1.296002153,0.96019958,-0.746150339,1.041472626,0.941109946,-0.127691734,0.460095875,0.33897146,-0.761996129,0.508040732,-0.278253497,0.503655718,0.051938893,0.106691956,0.607831199,0.667522721,-0.07590765,0.370838438,0.640225878,-0.262352735,0.936281184,-0.131371557,-0.523771985,0.328100102,-1.492163987,-1.328963427,0.0539595,0.556122232,-0.757221003,-0.66102942,0.832708919,0.030422918,-0.820865767,-0.167846241,-0.298808722,-0.123902051,-0.980162594,-1.076956854,1
-0.236198078,0.334120537,0.741472173,0.775605295,1.148132456,1.012665851,1.041771825,0.246668383,0.577904702,0.684158799,0.65429489,-0.271062654,-0.1208966,-0.676791232,0.574537605,0.949052982,0.782924578,-0.136595567,0.744975787,-0.777972498,0.694275822,0.001688175,0.428128013,0.737031973,0.196918336,0.441902925,0.536889836,0.137157514,-0.164802134,0.473732398,-0.299942951,1.248686478,-0.311607371,-0.530963788,0.328100102,-1.492163987,-1.328963427,0.065319134,0.292035398,-0.154303661,-0.329743131,-0.166281835,0.873363158,0.11761891,-0.076585554,-0.3797554,-0.008351032,0.591278208,-1.076956854,1
-0.836532554,-0.026454567,0.08797415,0.569106083,-0.026856307,0.437404803,1.562183755,0.277702155,0.932631764,0.614571601,0.107295027,-0.053170256,0.512097726,-0.814108254,0.081631508,-0.732318009,1.439690816,-0.861360057,0.010743543,-0.488585514,0.508466125,-0.535151918,-0.283824735,0.312818349,-0.236967309,0.21034166,0.402016583,-0.31407695,0.092368705,-0.337923318,-0.39960146,-0.618774184,-0.734076083,-0.250209558,0.328100102,-1.492163987,-1.328963427,-0.030592674,-0.684191906,0.890030332,0.953073298,-1.485216566,0.338212107,1.519433061,0.264668309,-0.080632854,-0.06468439,0.677707452,-1.076956854,1
-0.655211395,0.61785317,1.299487323,0.560057758,-0.454124948,0.348728199,-0.496837357,0.774242515,0.273852935,0.354697258,1.108343266,-0.418358767,-0.1208966,-0.384438863,1.00681881,3.602596009,0.064602993,1.815254504,2.647232513,0.784409366,0.509078154,0.85411181,-0.234451306,0.387313492,-0.664613003,0.164697302,0.038741895,-0.901605513,1.107012252,-0.566851854,-0.194873828,-0.502494769,-0.462871129,0.121517663,0.328100102,-1.492163987,-1.328963427,0.064106362,-0.173511273,-0.105790166,-0.008670555,0.292040114,0.444932981,-0.149323709,-0.759604568,-0.000567819,0.939696878,0.612230752,-1.076956854,1
-0.098703257,0.072272288,1.037043468,0.808912816,0.987906715,0.698887098,0.694830539,0.060465749,1.464722357,0.826882054,1.07452794,0.137891714,1.152509958,-1.113909725,1.360939678,0.716230948,1.61358413,-0.448604297,1.077179779,-0.38739336,0.726183263,0.289196436,0.522818385,0.879795962,0.092381173,0.638138746,0.607886708,-0.130419672,0.709005262,0.661037563,-0.262352735,-0.170091114,-0.102265229,-0.524308762,0.328100102,-1.492163987,-1.328963427,-0.089251582,0.415549753,-0.552276889,-0.526570421,0.513394506,0.113943603,-0.456526962,-0.442861855,-0.328035643,-0.418630577,-0.194442193,-1.076956854,1
0.669289516,-0.51301487,-0.243199856,-0.030045137,1.201541036,0.707708187,0.584060129,-0.467108383,0.121827051,0.160697072,-0.071822995,0.458392387,0.866958188,0.104495268,0.259615279,-0.397518757,0.253367042,-0.557660417,-0.396611599,-0.826393619,-0.079118144,-0.238102477,0.879679531,0.146799404,0.727889104,0.761206785,0.871507455,0.70116429,-0.432301027,0.744284303,-0.07449027,0.587262673,0.279391901,-0.633548242,0.328100102,-1.59666504,-1.328963427,0.042334212,0.594490932,-0.691187557,-0.647738665,0.683376548,0.083010016,-0.773562844,-0.022085082,-0.356855355,-0.342972716,-0.194442193,0.928542305,1
0.722823487,-0.518635182,0.84116065,0.864332831,0.400412334,0.406963581,0.350478367,-0.708989257,0.425878819,1.149681872,1.132459833,0.77824928,1.152509958,-0.1481207,1.47129053,-0.682963642,0.793640684,-0.787265173,0.048697161,0.494388166,0.784583316,0.008073482,0.317909495,0.797857081,0.616266796,0.171237149,-0.752217937,0.496303652,-0.028460349,0.119933752,-0.145133187,0.415281828,0.171385024,-0.389424075,0.328100102,-1.59666504,-1.328963427,0.089772666,0.562887494,-0.737947836,-0.620148713,1.0419757,0.384612487,-1.121956845,-0.055693372,-0.077051063,0.137444894,-1.634929595,-1.076956854,1
-0.567623261,0.601228294,-0.652415515,-0.280973811,0.133369433,-0.786332335,-1.504777216,0.401837246,0.552567055,-0.489104103,-0.86666103,-0.864203719,-0.404367971,-0.746150339,-1.028419318,-0.473546088,0.004699334,-0.521953688,-0.381273683,-0.234561318,-0.31688308,-0.483298733,-0.728017811,0.01316366,-0.133075423,0.637567175,0.304210485,0.089163987,-1.096571925,0.723472618,-0.826826264,1.160490878,-0.665829848,-0.564918303,-0.017371933,-2.01466925,-1.328963427,0.000769618,-0.183417549,0.72086653,0.23371765,-0.971744888,-0.065471201,0.992058619,0.047082938,-0.266612794,-0.716362939,0.853185009,-1.076956854,1
-1.268364879,0.940617765,-0.500473253,-0.375882967,0.347003754,-0.050941003,-1.486990367,0.912170392,0.273852935,-0.684182852,-0.809112795,-1.141894567,0.263528022,-0.255067606,-0.836215265,-0.26975661,0.109465685,-0.441725659,-0.30399297,-0.584389879,-0.406384593,-0.139584109,-1.674706599,-0.747212388,-0.999365423,0.616394399,0.503991612,-0.624109801,-1.36943516,0.494544083,-1.241619166,1.588408394,-1.240717629,-0.505357803,-0.017371933,-2.01466925,-1.328963427,0.028416206,0.06771864,0.535178222,-0.065582912,-0.991639082,-0.987292087,1.09078354,0.09443357,-0.40146199,-0.627046099,0.591278208,-1.076956854,1
-0.434537295,-0.093119607,1.187683078,0.743565261,1.094723875,0.993648957,1.035013228,0.029431977,0.805943528,0.827978484,1.310315578,0.373151103,0.775581618,-0.629751837,1.55580898,0.382378699,0.571327092,-0.2917985,0.348152822,-0.534717304,0.663992216,0.529589604,0.059561898,-0.063706113,-0.653762264,0.169321498,-0.208282439,-0.671120583,-0.006863384,0.515355768,-0.450363759,0.121916908,-0.904550171,-0.46023943,-0.017371933,-1.910168198,-1.328963427,-0.043135627,-1.204682169,1.443569695,1.232230867,-1.531048761,-0.076297956,1.950872924,-0.224629778,-0.085024472,-0.188192711,0.591278208,-1.076956854,0
-0.390409989,0.326990061,-0.575453923,-0.158462273,0.667455235,0.146038818,-0.546498348,0.557006107,0.071151757,-0.276781104,-0.708256401,-0.537345232,-0.04680749,-0.1481207,-0.448157014,-1.036228169,0.033926092,-0.863865011,-0.9231066,-0.84650423,-0.200191521,-0.530420263,-0.5520046,0.006327609,-0.34572163,0.32178615,0.412136269,-0.146896478,-0.965634535,0.598602508,-0.75148685,-0.692440948,-0.602799907,-0.518699272,-0.017371933,-1.910168198,-1.328963427,0.122943432,-1.287363335,1.556495891,2.118082957,-1.745729784,1.178058988,2.11311132,0.818894998,0.468143699,-0.335519344,0.853185009,-1.076956854,0
-1.151814907,1.301329792,0.118562881,0.030580484,0.827680975,0.890640781,0.810477634,1.332850419,0.349865877,-0.394043842,-0.309561552,-1.348570506,-0.265140882,-0.509254796,-0.353496116,0.201799315,-0.139267375,-0.017913584,-0.062024741,-0.448190064,-0.017171556,0.152056626,-0.978248616,-0.595946751,-0.582811819,0.478204797,0.456026132,-0.370169091,-0.918514998,0.452920713,-0.939880995,1.007436657,-1.072052306,-0.526768409,-0.017371933,-1.910168198,-1.328963427,0.062287203,0.218680629,0.214718432,-0.224011814,-0.715512699,-0.351606878,0.736941731,0.208315109,-0.402962104,-0.339668204,0.329371408,-1.076956854,0
-2.193973357,1.649647666,0.059207101,-0.580892857,-0.187082047,-0.786332335,-0.727628734,1.48801928,-0.080874127,-1.06830776,-0.469596076,-1.722451627,-2.031884645,-0.858655915,-1.133954858,0.549555003,-0.800115913,1.37898231,0.223338824,0.724276369,-0.600533197,0.985482605,-1.455698103,-0.406166338,-1.453242869,0.004386746,-0.092032499,-1.275533808,-0.417981118,0.411297343,-1.128422393,-1.09601508,-1.554825705,-0.352091669,-0.017371933,-1.910168198,-1.328963427,-0.201851714,-2.131861324,2.651009554,3.189436752,-3.188562537,-1.472949399,3.439984885,1.044492656,0.492784134,-0.558239836,0.067464607,0.928542305,0
-1.302228829,1.466470828,0.048118413,0.653340159,0.827680975,0.983203058,0.228170076,1.394917963,-0.308912952,0.148261736,-0.426754073,-1.501619117,-0.915999231,-0.09345008,-0.446692063,-0.750346419,0.006923525,-0.688868319,-0.642668897,-0.500161901,0.580207019,-0.660484517,-1.15859557,-0.565459048,-1.320864141,0.199420279,0.184556832,-1.181500549,-0.338517436,0.369673973,-1.01527905,-0.040876098,-1.468876241,-0.370599107,-0.017371933,-1.910168198,-1.328963427,-0.0451136,-0.967414766,1.45664631,1.292142695,-2.168418461,-0.272726232,2.139021629,0.225332041,-0.121469627,0.131542767,0.067464607,0.928542305,0
-2.057663708,2.205844052,-0.335644332,-0.371192039,0.347003754,0.285198692,0.350478367,2.232829819,-0.359588247,-1.009891698,-0.981625509,-2.181856517,-1.147643301,-0.1481207,-1.116930709,-0.442121703,-0.793740697,0.105871291,-0.651068579,-0.016615946,-0.400270178,0.08729039,-2.127464622,-1.36181842,-0.767416236,0.50197569,0.452850398,-0.499253043,-1.077920993,0.348862288,-1.430399038,0.987366088,-1.42380245,-0.507933787,-0.017371933,-1.910168198,-1.328963427,0.285435572,-0.179696655,0.841840012,0.24064746,-1.884989146,-0.606808969,1.806971054,0.24031104,-0.425477805,-0.866155631,0.329371408,-1.076956854,0
-1.575645495,1.607839215,0.262630248,-0.584773003,0.240186594,-0.12421369,0.385600263,1.712570792,-0.030198832,-1.06171669,-0.26546022,-1.597217975,-0.604359427,-0.255067606,-0.456743979,0.518762707,-0.466613405,0.580791416,-0.028191293,-0.54952497,-0.605879396,1.292309788,-1.332471695,0.401346883,-0.702488335,0.259494679,-0.082474574,-0.720749566,0.01820504,0.390485658,-1.090701864,0.383646429,-1.220732555,-0.427706006,-0.017371933,-1.910168198,-1.328963427,0.080016779,-0.266147039,0.642993091,0.449782919,-1.020473073,0.502160117,1.266707894,-0.014530631,-0.275431791,-0.404856049,0.591278208,-1.076956854,0
0.546190016,-0.275766876,0.816388264,0.689323239,1.201541036,0.785622688,1.067157772,-0.280905749,0.172502346,0.848612753,0.993538332,0.428896473,0.512097726,-0.065807632,0.915873362,-0.533221086,1.748076447,-0.82396722,0.299714279,-0.421971317,0.610099397,0.184218515,0.190196287,0.354217368,-0.687778278,0.33869697,-0.081565033,-0.840648719,0.666514754,0.556979138,-0.412750086,-0.366272591,-0.695502396,-0.337924041,-0.017371933,-1.910168198,-1.328963427,0.18695904,-0.351002753,0.497525614,0.604333196,-0.466835267,0.141783831,0.667847574,0.346626437,0.087350912,-0.240141604,0.329371408,-1.076956854,0
-1.210171706,0.816546909,0.38373293,0.231964969,0.079960853,-0.69568514,-0.692934606,0.774242515,0.349865877,-0.043979956,0.109315563,-0.881728852,-0.855714807,-0.723188451,-0.285758692,1.061392627,-0.223694931,0.657499123,0.650085682,0.158131263,0.175852222,0.225047372,-1.565603321,-0.412445229,-1.395971018,-0.284082056,-0.733297025,-1.221690713,-0.464537868,0.390485658,-1.203881696,-0.504104231,-1.41770865,-0.372612282,-0.017371933,-1.910168198,-1.328963427,0.159443835,-3.108040304,3.01989828,2.654238219,-2.800122093,-0.040724331,3.478119544,-0.694304966,0.334796338,-0.445617077,0.329371408,-1.076956854,0
-2.001673389,1.798488363,1.367673559,0.275837988,0.507229494,0.65049336,0.350478367,2.263863593,0.60324235,-0.309835447,0.707178687,-1.508479923,-0.794433948,-0.924371093,0.569268882,0.338802753,-0.534290796,0.525920065,0.420496287,1.456648203,0.220223838,1.346751879,-1.662077884,-1.832276499,-1.658194382,0.577508681,0.279534646,-1.526326698,-0.063275818,0.369673973,-1.241619166,0.732281277,-1.654106578,-0.329199306,-0.017371933,-1.910168198,-1.328963427,0.058100252,-0.195401728,1.030312269,0.253808927,-1.643362821,-1.403348829,1.94170466,0.225200783,-0.360337431,-0.078558437,0.853185009,0.928542305,0
-0.457688144,0.554643754,1.376724225,-0.170574641,0.614046654,0.115368714,-0.218172846,0.293219042,0.451216466,-0.362798959,1.214261534,-0.311320777,0.105486787,-0.484644445,1.214121353,2.655792691,-0.873582813,4.643061993,1.2749623,-0.315283089,-0.21145103,2.085194411,-0.084324879,0.094302257,-0.966773757,0.103083294,-0.495660613,-0.9984008,0.249600819,0.515355768,-0.525608044,-0.641216691,-0.870663528,-0.385220037,-0.017371933,-1.910168198,-1.328963427,-0.010174208,-0.77474977,0.186998337,0.680561106,-0.001965862,-0.574328703,0.007865499,-0.44004712,0.340397821,0.412759614,0.067464607,0.928542305,0
-1.467677281,1.273793356,0.284550215,0.92773839,0.560638074,0.495678,0.789000317,1.332850419,0.476554113,0.47729692,-0.140647252,-1.236628443,1.152509958,-0.20198734,0.336760598,-0.560491542,1.734743446,-0.83069158,0.368807147,-0.109673394,0.843753385,-0.666738177,-1.497231731,-0.130509716,-0.751552397,-0.232529698,-0.229598275,-0.816952602,0.276677715,0.369673973,-1.166149438,-0.817420552,-1.228953789,-0.389762265,-0.017371933,-1.910168198,-1.328963427,0.138669335,-2.171438106,1.339843616,1.642589391,-1.99365174,-1.223934026,2.261929504,-1.068898927,0.352670497,-0.87620866,0.853185009,-1.076956854,1
-1.385652403,1.302338032,0.9515376,1.193779227,0.667455235,0.63848837,0.418743458,1.301816646,0.476554113,0.722433627,0.493722966,-1.120051065,0.105486787,-0.509254796,0.77333912,0.966008463,1.098482169,-0.24155731,0.905180592,-0.749588755,1.098260526,-0.213918151,-0.817740114,-0.587959469,-0.672050776,0.36604048,0.227997,-0.645899504,-0.164639209,0.452920713,-0.864505093,0.96271438,-1.023499956,-0.437131603,-0.017371933,-1.910168198,-1.328963427,0.156413349,0.304454486,0.060795833,-0.306342094,-0.505742268,-0.362433634,0.68737996,-0.082571948,-0.445069634,0.065634953,0.591278208,-1.076956854,1
0.32700918,-0.353797186,0.166734982,-0.296329513,0.667455235,-0.141730056,0.225817319,-0.384351656,0.096489404,-0.190176766,0.318220083,0.367070548,0.105486787,-0.120887009,0.492500636,0.230918341,-0.520442329,0.405057798,0.018177777,0.325730884,-0.333528405,0.685751123,0.393598688,-0.201304646,-0.023803106,-0.178486069,-0.520805707,-0.023999603,-0.365040937,0.494544083,-0.299942951,-0.638720336,-0.393351691,-0.521410273,-0.017371933,-1.910168198,-1.328963427,-0.04386098,-0.976499547,0.356716122,1.028809915,-0.190079321,-0.203125662,0.089449754,0.329418353,0.674152747,-0.341317421,0.329371408,0.928542305,1
-1.139551355,1.026397241,1.235873002,0.823925059,1.094723875,1.457185752,0.434624575,1.084580239,1.211345884,0.466573339,0.875908578,-0.794964454,0.96019958,-0.945986976,1.18865613,2.873453911,0.318995715,1.054542984,2.000867462,-0.144981264,0.743236414,0.484347366,-1.345417617,-0.216445685,-0.374229747,0.374465645,0.285653646,-0.173272944,-0.923958591,0.369673973,-1.090701864,-0.13408606,-0.905378937,-0.535088812,-1.349906927,-1.805667145,-1.057399361,0.02916697,-0.135094249,0.452087309,0.343818885,-0.740821136,-0.059284483,0.834337918,0.430569882,-0.228999759,-0.592678712,0.853185009,0.928542305,1
-1.47216235,1.885638249,0.371383014,0.889923576,0.774272395,0.868298162,0.799890224,1.472502395,0.324528229,0.230745241,-0.247298347,-1.874256762,-1.762583325,-1.072744196,-1.022851047,-0.95438257,0.799855196,-0.895202274,0.144878328,1.410581468,0.8069909,-0.53237141,-1.140006149,-0.115570311,-0.921350489,0.531540106,0.335088568,-0.78613091,-0.537198389,0.390485658,-1.01527905,0.546703257,-1.254068866,-0.416138723,-1.349906927,-1.805667145,-1.057399361,0.064799375,-0.550867921,0.981608453,0.614883056,-1.4047584,0.548560497,1.650047593,-0.087266296,-0.246995488,-0.490163444,0.591278208,-1.076956854,1
-0.372861,0.75061988,0.161764237,0.41277722,0.934498135,0.675795155,1.035013228,0.820793174,-0.004861185,0.158906094,-0.090513233,-0.828102764,0.105486787,-0.009896868,-0.136615895,-0.451292683,0.062471077,-0.528591801,0.014404334,0.957244303,0.347082106,-0.261078367,-0.866474601,-0.212179841,-0.905722914,0.264272135,-0.073731264,-0.871773619,-0.104184828,0.473732398,-0.864505093,-0.146491379,-1.167023348,-0.408833653,-1.349906927,-1.805667145,-1.057399361,0.012802629,-0.14301927,0.014534685,0.223116075,0.037696615,-0.498541416,-0.127000981,0.459144453,0.038825603,0.037020978,0.067464607,-1.076956854,1
-1.454451937,1.516652843,1.410171916,1.281389205,0.560638074,0.408678579,-0.915270218,1.938008982,0.653917644,0.725518658,0.852747252,-1.173086276,0.96019958,-0.434898259,1.335275814,0.96928957,0.719106914,-0.102085661,0.721036848,-0.807884558,1.182241607,0.164224879,-1.22925162,-0.274089674,-1.293687517,-0.282996193,-0.706209224,-1.340050677,0.546964223,0.307238917,-1.052987851,-0.703474008,-1.621606461,-0.305187501,-1.349906927,-1.805667145,-1.057399361,0.017560739,-1.329211313,0.900195111,1.386212279,-0.77746171,-0.377900427,0.922432968,-0.414252156,0.339401663,0.609885946,0.067464607,-1.076956854,1
-0.156492772,0.471899459,0.307017874,-0.023990004,0.347003754,-0.556227916,-0.519463962,0.339769701,0.223177641,-0.186778653,0.153846391,-0.502949041,0.775581618,-0.037957345,0.267391373,0.256068707,-0.554879511,0.481120402,-0.119749365,-0.141433011,-0.071708534,0.472737872,-0.447546325,0.313191111,0.365690176,0.389599259,0.37600082,0.369819816,-0.450748333,0.577790823,-0.600877088,0.408267226,-0.344538856,-0.585399001,1.093073895,-1.805667145,-1.057399361,0.123580426,-0.447069473,0.368955808,0.373503294,-0.658852018,0.093836771,0.774544897,-0.053922472,-0.174067619,-0.278512829,0.591278208,0.928542305,1
0.844025705,-0.342527325,0.683707061,0.10262182,1.254949616,0.728770788,0.595704458,-0.777446107,0.425878819,0.239747488,0.878733422,0.452767225,0.263528022,-0.409758667,0.71857159,0.406160511,0.632468503,-0.303403735,0.837111551,0.961626197,0.047614651,0.776001766,0.986604173,1.038095568,0.903504365,0.883798731,0.777080609,0.705959079,0.169591674,0.598602508,-0.036935239,0.645088931,0.362343854,-0.566029681,1.093073895,-1.805667145,-1.057399361,-0.06738472,-0.094840941,0.835518927,0.417305899,-1.457012139,-0.498541416,1.334074697,0.215721038,-0.326233924,0.633566965,0.591278208,0.928542305,1
-0.798619749,0.573128088,0.264431157,-0.315850318,0.453820914,-0.058704847,0.099404278,0.339769701,0.400541171,-0.515785217,0.074259923,-0.652401726,0.183768899,-0.409758667,-0.130595927,0.369825956,-0.841486352,1.284739136,-0.326477799,-0.659456014,-0.349951304,0.846546814,-0.964351516,-0.142781531,-1.195072908,-0.53088487,-0.717157503,-1.26529652,0.620495118,0.577790823,-0.939880995,-1.348467217,-0.814091037,-0.334020927,1.093073895,-1.387662934,-1.057399361,-0.069404563,-2.802926989,1.431724222,2.802220691,-1.12158091,0.800669229,1.156555862,-1.225185682,1.872733572,0.227293171,0.329371408,-1.076956854,0
-2.430261826,2.637686733,1.727904946,3.227942581,0.614046654,1.096340186,-0.519463962,2.744887064,1.262021179,2.044929363,0.734145978,-2.108594261,0.686014486,-1.051960951,0.728804321,0.691140626,1.438942037,-0.420480785,1.054448498,-0.147010038,3.052945924,-1.12373678,-1.994953268,-1.673200321,-2.470621651,0.267783328,-0.220859803,-2.470737344,1.567959392,-0.025748043,-1.392631596,-0.088157897,-1.980535181,-0.106415846,-3.718858027,-0.656155566,-0.785835295,0.236345726,-0.398601204,0.762785495,0.379890097,-1.084940336,-0.795503849,1.240930458,0.102020165,-0.322906226,0.89925138,0.591278208,-1.076956854,1
-2.445044705,2.514684133,2.027417095,1.473017505,0.614046654,1.096340186,1.145854211,2.698336406,0.78060588,0.547545119,1.043222614,-1.945395515,0.02864105,-0.814108254,0.903397912,1.170608659,0.474332781,0.107604276,1.2240213,0.798292547,1.369601439,0.565237664,-2.363184598,-2.198173371,-2.46724764,0.377287987,0.19587731,-2.44451194,1.410450162,-0.108994783,-1.543739155,1.094439393,-2.097354354,-0.121202386,-3.718858027,-0.656155566,-0.785835295,0.155226275,0.217472547,0.469885519,-0.152283109,-1.365725486,-0.685689616,1.125862112,0.423014068,-0.458716262,0.876947429,0.591278208,0.928542305,1
-0.58602554,0.908224599,2.024908706,0.247983256,0.453820914,-0.133672528,1.201364816,0.436954409,1.084657648,-0.058644978,1.706656102,-0.573350834,-0.04680749,-1.093393357,1.126108484,1.828596165,0.339673819,0.51617276,2.47734238,3.743218496,0.189970974,2.170119091,-0.17295964,-1.180186741,-1.158145797,0.583755091,0.412447638,-1.41344323,1.635882933,0.307238917,-0.56323996,0.774659489,-0.934218423,-0.263807637,-3.348709418,-0.656155566,-0.785835295,0.045164014,-0.158627696,0.801038565,0.10887764,-1.44605774,-1.483776155,1.613906034,0.20218379,-0.40450609,1.075685361,0.591278208,0.928542305,0
-1.290961557,0.395193311,1.563040627,1.019250924,0.881089555,1.098107953,0.609316842,0.324252814,0.805943528,0.909762036,1.477195825,-0.108738946,0.512097726,-0.700069289,1.390172581,-0.138752612,-0.197234769,-0.208334953,0.056639206,0.792861462,0.930961374,0.604034932,-0.65050856,-0.613286245,-1.620342682,0.258116976,-0.137176746,-1.807585508,1.746056372,0.161557122,-0.789152648,-0.49109375,-1.041281689,-0.18764695,-3.348709418,-0.656155566,-0.785835295,0.047502932,-0.653168347,0.526328169,0.464030402,-0.667539989,-1.369321883,0.741858046,-0.052973613,-0.106539349,0.600471181,0.591278208,-1.076956854,0
-1.941997215,1.901559706,1.982569508,2.946351096,0.881089555,1.397198637,1.164221691,2.015593413,1.287358826,2.118976632,1.238624697,-1.406913571,0.686014486,-1.072744196,1.412140671,2.261426015,1.42583632,0.070814196,2.171587228,0.133325855,2.780436927,-0.729933736,-0.953438986,-1.634025758,-2.010432425,0.402597572,0.174992105,-2.080709897,1.469712201,0.057498697,-0.939880995,0.764490387,-1.581086069,-0.177691297,-3.348709418,-0.656155566,-0.785835295,0.171141602,-0.564785032,1.453521107,0.477295299,-2.443789369,-1.274974444,2.735623101,0.098679486,-0.407593253,1.188340262,1.115091809,-1.076956854,0
-1.409523053,0.377091122,1.140120256,0.68335071,0.667455235,0.63848837,0.228170076,0.091499521,0.78060588,0.572072074,1.04878478,-0.222509863,1.152509958,-0.509254796,0.912653166,1.28908936,0.093770356,0.449513017,1.203647853,1.035396545,0.6089745,0.546218675,-1.546652392,-1.644518269,-1.895835876,-0.004170536,-0.355504995,-1.907487323,0.970751595,-0.025748043,-1.203881696,-0.708275617,-1.250021222,-0.320347686,-3.348709418,-0.656155566,-0.785835295,0.335438463,-1.59334647,1.355323384,1.333178547,-1.528152771,-1.194547118,1.86304362,-0.325806245,0.05732799,1.321206164,1.115091809,-1.076956854,0
-0.97441636,0.76918935,1.698495959,1.054243821,0.827680975,0.800614456,-0.105985991,0.756628752,1.262021179,0.792590393,1.444378181,-0.444563994,1.152509958,-0.945986976,1.517882966,1.539611421,0.423271529,0.312217608,1.511216187,1.018652185,0.963495791,0.704834665,-0.331817298,-0.648891513,-1.095711359,-0.195302445,-0.821320691,-1.275085505,1.147235582,0.244803862,-0.638520733,-0.524288584,-1.178550738,-0.294380131,-3.348709418,-0.656155566,-0.785835295,0.152216868,-0.932960254,1.001835015,1.131076328,-1.019465772,-1.814765533,1.109385813,0.359892373,0.200753563,0.611777345,0.591278208,0.928542305,0
-1.172782004,0.117038154,1.422091942,0.600082206,0.453820914,0.09747782,-0.129155016,-0.311939521,0.172502346,0.589036623,1.460475544,0.110217042,-0.265140882,-0.333250814,1.00226306,0.709461704,-0.003106993,0.195536324,1.688848438,4.09530265,0.52868665,0.964708909,-1.055759553,0.160996634,-0.699363552,0.040356146,-0.358300011,-0.930995978,1.077313086,0.265615547,-0.977576764,-0.344273201,-0.888372485,-0.324065405,-3.348709418,-0.656155566,-0.785835295,0.060092663,-1.411409246,1.029807812,1.321284097,-1.048047937,-1.499242948,1.305241174,-0.077486929,0.201690959,0.823736443,0.853185009,0.928542305,0
