HR,mean_nni,sdnn,sdsd,nni_50,pnni_50,pnni_20,median_nni,range_nni,cvsd,cvnni,mean_hr,max_hr,min_hr,std_hr,lf,hf,lf_hf_ratio,total_power,vlf,sd1,ratio_sd2_sd1,Permutation entropy,Spectral entropy,SVD entropy,Approximate entropy,Sample entropy,Hjorth mobility,Hjorth complexity,Number of zero-crossings,Petrosian fractal dimension,Katz fractal dimension,Higuchi fractal dimension,Detrended fluctuation analysis,Seat angle,Temperature,Humidity,mean,min_val,std_dev,range_val,q1,q2,q3,skewness,kurtosis,hrg_value,breath_rate,express_label,Discomfortrating
-1.103628167,1.401641019,1.311563181,0.805093233,0.614046654,0.353587191,0.635422784,1.565603713,0.679255292,0.314623639,0.802744847,-1.159225437,0.183768899,-0.676791232,0.770811427,-0.403704189,0.157904229,-0.532641753,0.399346796,2.00049685,0.724712007,0.588877836,-1.138024425,-1.128392076,-1.004818116,0.665688997,0.446373714,-0.961317466,-0.085189157,0.390485658,-1.01527905,0.440840852,-1.403653744,-0.420723901,1.093073895,0.493356013,0.300420969,0.132651963,0.370222498,-0.115732077,-0.340448136,-0.151298233,-0.518648247,0.197741558,0.061561103,-0.373442122,0.039277129,0.329371408,0.928542305,0
-1.207570435,0.891846782,-0.441579382,-0.585986136,0.240186594,-0.355758157,-0.692934606,0.898377605,-0.359588247,-0.878037279,-0.736977227,-1.106207978,-1.258078266,-0.20198734,-1.007834013,-0.245816466,-0.359760912,-0.174037254,-0.259847995,0.211610943,-0.608140708,0.257471859,-1.948723589,0.139127882,-0.342043495,0.408533841,0.728981744,-0.337274732,-0.181761052,0.432109028,-1.354869366,-0.188107706,-1.013105098,-0.476136223,1.093073895,0.493356013,0.300420969,0.125789404,0.485376921,-0.722038771,-0.517623726,0.684509762,0.339758786,-0.7034057,0.04722146,-0.314226132,-0.22694983,-0.980162594,-1.076956854,0
-0.967307614,1.141556761,0.395366057,-0.157161693,0.667455235,0.465344007,-0.47669038,1.069063353,0.197839993,-0.528177344,0.010101756,-1.155673136,-0.855714807,-0.582056841,-0.156577785,1.18219136,0.071806361,0.40875603,0.692218064,-0.410285145,-0.197504844,0.778396126,-0.902939218,-0.554662055,-0.763983918,0.516657662,0.424807195,-0.801858377,0.162516824,0.307238917,-0.902189134,-0.418289107,-1.159818769,-0.436098316,1.093073895,0.493356013,0.300420969,0.066503031,-0.282045404,0.226458758,0.398197207,-0.682901329,0.273251575,0.503881824,0.252955495,-0.19159116,-0.082814045,-0.194442193,0.928542305,0
-0.969085551,1.147879428,1.682551091,0.587203978,0.400412334,-0.093440075,-0.847394768,1.456985509,1.059320001,0.19259461,1.263607027,-0.841821541,0.344806368,-0.967460651,1.129120719,2.427724333,0.10841819,1.076765748,1.778483028,0.41341018,0.515888822,1.272167695,-0.634304628,-0.427710268,-1.843312266,-0.053181588,-0.738755223,-1.882315673,1.028248861,0.286427232,-0.789152648,-1.100447222,-1.422116633,-0.188640482,1.093073895,0.493356013,0.300420969,0.058533385,-2.14118772,1.164792686,1.886580761,-0.94643645,-0.218592455,1.182200425,-0.521922704,0.787834228,0.826738025,-0.456348993,0.928542305,0
-1.214143761,1.162022487,1.19774667,0.732533428,0.667455235,0.63848837,0.228170076,1.48801928,0.577904702,0.328675828,0.785196668,-0.91693652,1.152509958,-0.307378594,1.187825069,0.583426251,0.186547989,-0.011338731,0.81293182,1.153056609,0.65612002,0.550455971,-1.518136064,-1.68245781,-0.999886272,0.528101084,0.38232826,-0.950519274,-0.120616294,0.390485658,-1.166149438,1.53898596,-1.326086237,-0.434835252,1.093073895,0.493356013,0.300420969,0.078428625,0.127542886,0.51850009,-0.107187629,-1.104708618,-2.042127396,1.178612843,0.372455695,-0.413359705,-0.249993684,-1.765882995,0.928542305,0
-0.579627453,0.703824861,1.236649156,0.697445418,0.560638074,0.16178833,0.465099146,0.342252403,1.388709415,0.460902752,1.008422203,-0.558348139,1.152509958,-1.051960951,0.744900866,1.592687973,0.919884919,0.053486834,2.181439152,2.407472039,0.621091499,0.637501726,-0.557243356,0.259198681,0.01983754,0.445173676,0.546543763,0.112277619,-0.67775828,0.473732398,-0.75148685,-0.027522865,-0.589202014,-0.570891063,1.093073895,0.493356013,0.300420969,-0.099500663,-0.70182991,0.249761714,0.575579656,-0.488240413,-0.415020731,0.424157796,-0.329505223,-0.00378344,-0.245671146,-0.194442193,-1.076956854,0
-1.879965498,2.286931018,0.486782317,0.734353207,0.453820914,0.437404803,-0.228645532,1.922492095,0.805943528,-0.03736147,-0.259838888,-2.078503956,0.344806368,-0.746150339,-0.106208974,-0.441202911,-0.394728084,-0.305743929,-0.678594614,-0.707161795,0.659393834,-0.243452759,-1.983024131,-2.225767768,-1.085310819,0.488686238,0.589347051,-0.945537737,-0.47511369,0.286427232,-1.354869366,1.544314608,-1.617460217,-0.436093497,1.093073895,0.493356013,0.300420969,-0.083138054,0.05819895,0.727533532,0.02665079,-1.731879396,-1.086279564,1.652439314,0.319751445,-0.45118917,-0.286573397,0.067464607,0.928542305,0
-1.180674832,1.171107277,1.311253777,0.650921403,0.453820914,0.178868788,-0.343550071,0.758725629,0.856618822,0.246372919,0.892208374,-0.972176729,0.686014486,-0.700069289,0.714306153,0.816120861,0.038660376,0.224686045,1.161575375,2.026968057,0.57788845,0.77584197,-0.903488316,-0.181432321,-1.124183003,0.315311661,0.159781498,-1.170218731,0.420199043,0.390485658,-0.902189134,0.604526401,-1.21153987,-0.348928307,1.093073895,0.493356013,0.300420969,-0.072911208,-0.337810492,0.283618004,0.061273983,-0.339663518,-0.172192075,0.527799032,-0.913396538,-0.129359307,-0.297891035,0.067464607,0.928542305,0
0.548991539,-0.501184618,1.001230648,0.797449041,0.774272395,0.059708155,0.058771514,-0.585566563,0.653917644,1.067814757,1.301475363,0.795267539,1.055363476,-0.409758667,1.50745211,0.39395221,1.102808878,-0.442769386,0.61558306,-0.457233977,0.714021326,0.264566658,0.082737196,0.509881812,-0.089115581,0.704168573,0.496785087,-0.216506523,0.267253515,0.432109028,-0.450363759,0.785249616,-0.116693275,-0.516270779,1.093073895,0.493356013,0.300420969,-0.155124752,0.141991552,0.020001966,-0.098809799,-0.197004515,-0.578968741,0.207175568,0.180982943,-0.27112197,0.237299205,0.329371408,0.928542305,0
-0.048338941,0.368485912,0.688019083,-0.270101966,0.079960853,-1.137446789,-0.835663617,0.138050179,0.831281175,-0.405242114,0.58523706,-0.33557229,0.598203576,-0.700069289,0.448778864,2.373832814,0.25134864,0.876701058,2.022250667,1.137413505,-0.307794544,1.350448242,0.586199977,0.58822712,-0.032625345,0.518394782,-0.049589107,-0.223931207,0.50265213,0.473732398,-0.224769035,0.694999576,-0.373364199,-0.473775445,1.093073895,0.493356013,0.300420969,0.179204227,0.363698852,-0.208668715,-0.373856026,0.210574647,-0.456781073,-0.187192622,0.13657585,-0.322387996,0.572459136,0.067464607,-1.076956854,0
0.86248514,-0.614720681,-0.553795997,0.061180956,-0.507533528,0.17137499,0.973892008,-0.342973293,-0.764990603,0.301946098,-0.380806211,0.460907872,-0.668782442,0.56659765,-0.436316196,-0.950641704,-0.028360818,-0.803227502,-0.73188752,-0.301957318,0.028998063,-0.787635115,0.947443695,0.224598558,0.377178562,0.240933921,-0.157594745,0.361006101,-0.366901115,-0.483605114,0.501629371,0.658409801,0.159545768,0.156115686,1.093073895,0.388854961,0.300420969,0.058793264,0.747530823,-0.861188799,-0.801668362,1.041094311,-0.305206498,-1.129397754,0.084005165,-0.29509303,-0.522905059,-0.623969345,0.928542305,1
-1.555176015,1.751724089,1.675910173,1.439148196,0.614046654,0.703434616,-0.006594236,2.10869473,1.236683531,0.786162557,1.01248104,-1.293938256,0.866958188,-0.988793514,1.658365284,0.438772539,1.262061387,-0.463152442,0.733192762,-0.400114293,1.334610641,0.264261079,-1.508022989,-1.404933217,-2.480322205,-0.665757268,-1.442663807,-2.283249455,0.252415193,0.099122067,-1.166149438,-1.06883097,-1.859032189,-0.259551114,1.093073895,0.388854961,0.300420969,-0.007397537,-0.236476532,-0.407417045,0.224331377,0.785365773,-0.507821492,-0.657963004,0.353121236,1.13228703,0.664590965,1.115091809,-1.076956854,1
-0.370724359,0.139701494,0.705013105,0.578192059,0.614046654,0.612224394,0.789000317,0.339769701,0.172502346,0.557017829,0.695471589,0.006999873,1.152509958,0.133643264,1.244842351,0.922547257,0.151806808,0.196285894,0.536303352,-0.476291862,0.508651437,0.181299251,-0.307969677,-0.452380557,-0.449478357,0.318593178,0.522471162,-0.459512507,0.184854153,0.348862288,-0.578804597,0.34308906,-0.216726021,-0.598611183,1.093073895,0.388854961,0.300420969,-0.300399569,-0.555023725,0.345293107,0.251481752,-0.755427,0.100023489,0.731892542,-0.470087741,-0.192795986,-0.240670892,0.520563372,-1.076956854,1
-0.779673757,0.268287995,1.13604385,1.855689602,0.774272395,0.602774687,-0.083443157,0.525972335,1.211345884,1.830337753,1.091909331,-0.063998116,0.775581618,-0.988793514,1.270744985,0.542478541,1.389371775,-0.456463473,1.135805322,0.530168079,1.731038616,-0.631337882,0.097270574,0.44550984,0.112650921,0.372070726,-0.021782465,-0.011467095,0.142931483,0.432109028,-0.450363759,0.052934846,-0.317212067,-0.509280636,1.093073895,0.388854961,0.300420969,0.017929479,-0.147223398,0.071541868,0.16648815,-0.141854786,0.720241904,0.089981247,0.191166252,-0.142225122,0.284237732,0.067464607,0.928542305,1
-0.50560622,0.240157447,0.992763908,0.932002763,1.041315295,0.974131618,0.850041115,-0.032635569,0.88195647,0.884754816,0.954725087,-0.119985129,0.598203576,-0.746150339,0.803937896,1.092604445,1.33029547,-0.267158768,1.512148295,0.659357196,0.844960131,0.103383586,-0.292806323,0.283123027,-0.242106823,0.483188508,0.202689554,-0.31919689,0.260966263,0.577790823,-0.638520733,-0.300636045,0.0644853,-0.570713397,1.093073895,0.388854961,0.300420969,0.195530164,0.217182607,-0.431206122,-0.163272547,0.503321496,-0.101044825,-0.494395875,0.121837516,-0.064681442,0.747777381,-0.194442193,-1.076956854,1
0.623454026,-0.63084923,0.987362454,1.263536373,1.415175356,1.100876746,0.584060129,-1.118817605,0.805943528,1.647371065,1.349317314,0.868952481,0.512097726,-0.700069289,1.031202156,1.103378821,0.474931657,0.076371465,1.20736593,0.890824475,1.159603279,-0.239951109,0.597870235,0.909475944,0.531401183,0.577150938,0.542170216,0.355467035,0.186628277,0.869154413,-0.224769035,0.284553098,0.109038746,-0.548931636,1.093073895,0.284353908,0.300420969,0.013052691,0.133003418,-0.304625,-0.102429849,0.252125813,-0.425847487,-0.291631098,0.41694261,-0.138580089,0.147690752,0.067464607,0.928542305,1
-2.452033453,1.842249609,1.189806469,1.750363787,-1.41547939,1.997069784,1.562183755,1.394917963,-0.030198832,1.040548336,0.525978556,-1.713229223,-1.988559548,-0.880707009,-0.466794367,2.641329828,1.765942906,0.060045019,2.430797353,-0.348847864,1.768629115,-0.613517176,-0.435933507,-1.218409688,-2.187011229,-1.619364179,-1.890966644,-2.191315747,1.455680719,-1.62824779,0.518486718,-1.767220529,-0.726715391,1.366674783,1.093073895,0.284353908,0.300420969,0.512761076,-1.12548028,1.902408371,1.551389989,-1.505236673,2.342708531,1.192033055,1.415837705,0.411951013,0.351670988,1.562952438,-1.076956854,1
-0.782383765,0.552544549,0.375877887,0.728802391,0.453820914,-0.058704847,-0.266290591,0.308735929,0.653917644,0.550120034,0.195106625,-0.626572493,-0.732131746,-0.945986976,-0.197846999,0.962386255,-0.581212863,1.213895935,0.2274676,-0.505762879,0.651140934,-0.359817855,-0.317423924,0.063490299,-0.427899261,0.616762499,0.310908243,-0.413982563,-0.204777591,0.494544083,-0.638520733,1.17955322,-0.738892518,-0.489270164,1.093073895,0.284353908,0.300420969,0.077937741,-0.325681344,1.047262052,0.332157152,-1.473632605,0.663014768,1.623871537,-0.010236956,-0.360887204,-0.159814762,0.067464607,-1.076956854,1
