HR,mean_nni,sdnn,sdsd,nni_50,pnni_50,nni_20,pnni_20,rmssd,median_nni,range_nni,cvsd,cvnni,mean_hr,max_hr,min_hr,std_hr,lf,hf,lf_hf_ratio,lfnu,hfnu,total_power,vlf,sd1,sd2,ratio_sd2_sd1,Permutation entropy,Spectral entropy,SVD entropy,Approximate entropy,Sample entropy,Hjorth mobility,Hjorth complexity,Number of zero-crossings,Petrosian fractal dimension,Katz fractal dimension,Higuchi fractal dimension,Detrended fluctuation analysis,Seat angle,Temperature,Humidity,mean,min_val,max_val,std_dev,range_val,q1,q2,q3,skewness,kurtosis,hrg_value,breath_rate,express_label,Discomfortrating
-1.2744567687977928,1.2635389639688168,0.5262165233333727,1.6755392109484086,0.7742723947777687,0.8682981617359966,0.45449326603601886,0.418743458422702,1.6755392109484086,1.4188398297561156,0.17250234563458172,1.2009521381120618,0.09641637043615693,-1.1771513556974753,0.8669581879962444,0.046864248912905075,0.4684762615542313,-0.33043289451070806,0.24756457087172906,-0.5212399332533736,-0.3995884619793453,0.3995884619779344,-0.2655485402856032,-0.5269812429314819,1.5600655025691197,0.25154324390742167,-1.0760175499776463,-0.6313858431165874,-1.399028934733806,-0.6895189690069039,0.4835448678633225,0.6843983490958148,-0.6516488868984579,-0.222284622873916,0.32805060251515056,-0.7891526476640621,1.808199048684798,-1.1538507366514574,-0.4813910267083382,1.0930738946419034,0.28435390795489207,1.115113166548713,0.11565091680360258,0.5282880114043692,-0.4858092655149108,-0.19034930089414318,-0.5234933782121112,-0.26827106026004593,-0.773850337912097,0.09290446164728873,0.4173016451001829,-0.4558086772480432,0.2890613200267369,0.32937140786116453,-1.0769568540910868,1
-1.8139507498356693,1.8488784850500655,0.9586145615072086,0.5495775884390981,0.5606380743338503,0.6773532616678972,0.411919865538155,0.7662596274502996,0.5495775884390981,2.3259311364703135,0.2485152874572589,-0.07163406048821522,0.3089713206006948,-1.5867306195965607,0.42764776700833956,-0.17515340447262098,0.6779753873923376,-0.33158356434337277,-0.49686799148718014,-0.13254934319424552,0.32088458010113663,-0.3208845801012813,0.005395726952627098,1.4968551466618383,0.4822159747516937,0.9818968280464777,0.5041446113602704,-2.0034538514778992,-2.1716831262516068,-1.4596037749784028,0.2774206319961194,0.2688121752980124,-1.2124849967101945,-0.7176415253561893,0.28642723245965895,-1.392631595967304,0.9740512178284074,-1.8231565882673733,-0.41646862494257275,1.0930738946419034,0.28435390795489207,1.115113166548713,0.08440268372099974,0.20650315752267562,-0.06854229273232093,0.14917259270479566,-0.14447414419059115,-0.6320326294863691,-0.8651044189238798,0.7247173799242357,0.179239214579321,-0.3891303542858099,-0.9280998952758744,0.5912782082275676,-1.0769568540910868,1
-1.5567521420490344,1.3625713928528105,0.6028874566803845,1.2501481432893145,0.2935951737789524,-0.087053970539719,0.36934646504029117,0.20911273821033455,1.2501481432893145,1.8293907778715341,0.2485152874572589,0.7536589906726866,0.13699558254279431,-1.230121544079032,0.8669581879962444,-0.037957344757946265,0.6514865580617796,-0.23302610781534533,0.23728165249088093,-0.46730805149454385,-0.2718665816894506,0.27186658168826416,-0.19756033693896613,-0.4998358047720875,1.1528401268400115,0.4439053689351322,-0.6303701927614338,-1.6050953887499468,-1.9202669306576279,-1.1040727911028243,0.3434781249015885,0.331523763999382,-0.8819666001870561,-0.7999149054967982,0.39048565759838794,-1.203881695710647,1.1012699623114073,-1.625717615488779,-0.45645668850598803,1.0930738946419034,0.28435390795489207,1.115113166548713,0.1271768736470299,0.03925621664798843,-0.1151255414752705,0.5541520545000077,-0.07807208436201547,-1.3987145938404992,0.018049483749476236,1.6071294914441527,-0.08937443012241789,-0.4636442845406165,0.14092950288427425,0.8531850085939707,-1.0769568540910868,1
-2.1639554690259235,2.422682545281509,0.3146568227264294,-0.06121167796779036,0.13336943344601365,-0.1188393507909028,0.2841996640445635,0.5371299537184955,-0.06121167796779036,3.0707416751132914,0.12182705128883115,-0.785369517186625,-0.4525772060554299,-2.2004446446219936,-0.12089660023080102,-0.22862468958034635,-0.2111684822217676,0.5561962218816833,-0.5931636901471429,0.8414797430808193,1.1479000388669565,-1.1479000388656475,0.2722094138711553,0.5642922874184124,-0.10253317208562215,0.38969197457604693,0.5279107915409728,-1.8268405837018284,-2.942074572944722,-1.6084253106829407,0.29760954282269236,0.24116763712692413,-1.377461512047648,-0.524418066910204,0.24480386240416738,-1.3171136526096963,0.49992634951196546,-1.9242799731485978,-0.3786647195351586,1.0930738946419034,0.388854960599405,0.8435491005731256,0.004321308100741471,0.23269438605607062,-0.07036806395964827,0.4468497082910307,-0.15939392165207425,-1.298110407682025,-1.759085076971515,1.2652462866646392,0.4528189049335672,-0.45359069411888003,-0.1411841887887151,0.32937140786116453,0.928542305294082,1
-1.4574132138226363,0.9275351002324315,0.8231089397800699,0.20386383492362783,0.4004123340009116,0.14603881796896212,0.2841996640445635,-0.17747898113026783,0.20386383492362783,1.5500868258804175,0.17250234563458172,-0.10855885586093025,0.5064820995193935,-0.7805743982384107,0.42764776700833956,-0.09345008044963557,0.9197148576746881,1.4292049728123808,-0.4289556440403326,1.2890850284510182,1.3455499053555255,-1.3455499053538693,0.5337544572156626,-0.7423539000358885,0.1497916643567305,0.8952517618300859,0.798460121104902,-1.2470193924973687,-1.5652330908142216,-0.47250648905524106,0.2975958950630577,0.3929375885002505,-0.40957121434275473,-0.40190582826212584,0.5153557677648627,-1.052987850647911,1.1779263505747846,-0.9266946820968506,-0.5096671312700233,1.0930738946419034,0.388854960599405,0.8435491005731256,0.0029719545500516294,0.48697159000943785,-0.29879812694439145,0.008655418095916216,-0.408686078508499,-0.5544704534242663,-1.1172131512106698,0.5802840166924711,0.36262329929457005,-0.48015151678588813,-0.03589705077555023,0.0674646074947614,0.928542305294082,1
-1.5144994620723575,1.6120952373409188,0.735248970796381,1.4870279351558784,0.8810895549997277,1.1949563654421982,0.3267730645424273,0.015816878540032393,1.4870279351558784,1.7673232324880797,0.4005411711026133,0.8833794129107932,0.17934687167409324,-1.477850047531782,-0.33536506944433625,-0.582056840690436,0.21109747282261282,0.07074520412787326,0.6107104442369609,-0.4399690029898241,-0.2113892149138463,0.21138921491276616,0.21516834257603668,-0.34764535973655225,1.379931277708045,0.5403557741339445,-0.7081177888108668,-1.4114577830752453,-1.1475168832837868,-0.7356414782891356,0.6034070079952535,0.45579029471406085,-0.6804398669389248,-0.28510288124703964,0.32805060251515056,-1.1284223934023263,1.0800467963300469,-1.0649762238569436,-0.46608517081507594,1.0930738946419034,0.388854960599405,0.8435491005731256,0.16826993017436193,0.4495210326046756,-0.40051966675262374,-0.3446211963359553,-0.439068640930063,0.19810929710039082,-0.5248349643036725,-0.15942208552577558,0.27227288743347544,-0.3523475630495144,0.20735010230293188,0.32937140786116453,0.928542305294082,1
-2.1099152724124592,2.108164519356636,1.1878914359069,0.3768878270557059,0.026552273224054502,-0.4453906447415644,0.19905286304883577,-0.05342342948234848,0.3768878270557059,2.884539040452547,0.2991905824111121,-0.307193407308667,0.4321938384276336,-1.745731384441941,-0.2651408820776406,-0.4598595543439218,0.7837714158325308,0.4930847450552939,-0.7307069107699319,1.0991122065996377,1.2694592653423744,-1.2694592653408519,1.0878468177420093,3.6465030672903773,0.31712941834584735,1.259363967370165,0.9924588346245287,-2.2259512703700723,-3.1092255918414784,-1.6286785591549413,0.1279667224366944,0.021315526368456846,-1.4121864524357188,-0.4818700573803445,0.2239921773764216,-1.4681729957448577,1.122862336809829,-1.9074379586520014,-0.39085703786600967,1.0930738946419034,0.388854960599405,0.8435491005731256,0.16418086626866563,0.2280070259679907,-0.31256965848765983,0.1545033565678886,-0.27694211634861043,-0.8248048560303292,-1.200733835526539,0.8092248491196381,0.32753480427249354,-0.4391256820152294,0.056352161968524814,0.5912782082275676,-1.0769568540910868,1
-2.1260166002773544,2.6040665045331037,0.389769846081373,0.894708260339805,0.4004123340009116,0.4992097093768383,0.2841996640445635,0.5371299537184955,0.894708260339805,3.132809220496746,0.5018917604022171,0.009583395854447129,-0.43543648865813767,-2.3324020120038402,0.18376889860897908,-0.5092547960791187,-0.27915299586535697,0.8725829684494961,-0.2758818327227147,0.5903333728206757,1.0027643920364513,-1.002764392035398,0.25141071381830427,-0.6821775043447775,0.8142877991050327,0.28144613112611716,-0.5196056610382879,-1.3484654867432082,-2.0594406956169196,-1.2959806290215143,0.4474129790992402,0.4994840190232634,-1.2211034050074137,-0.0124679205538524,0.24480386240416738,-1.0907018641890631,0.8359253106556535,-1.7232687203824208,-0.38639863039797,1.0930738946419034,0.388854960599405,0.8435491005731256,-0.0191097413045073,0.43990469592913,-0.31027440323044847,0.11824002143144859,-0.38918952355883135,-0.7449762527456322,-0.07475127660148938,0.6646586125086353,0.2571493418169344,-0.4626532558837748,-0.3240769869742732,0.0674646074947614,-1.0769568540910868,1
-2.093085877778991,2.330331057648953,-0.16314624545785636,0.26347086428150684,0.18677801355699325,-0.08009597657283346,0.028759261057380373,-0.8612270208216725,0.26347086428150684,2.3414480231885815,-0.0808741267022738,-0.4716683917862493,-0.8565600000788808,-2.23741399488795,-0.33536506944433625,-0.09345008044963557,-0.8347044364689992,-0.46349914802100195,-0.9916753202735077,0.504617452110274,0.9455673738585101,-0.9455673738575564,-0.9989633675637677,-0.8406360266138628,0.20836391659998896,-0.2045084353314935,-0.49574317271775176,-2.38012406358688,-2.109850066564164,-1.227082255784801,0.3321890135301811,0.1789986840294411,-1.0493877697493872,-0.5320609424891866,0.3072389174874048,-1.5059534691419456,0.9722725210550384,-1.60246751745874,-0.4012572280676063,1.0930738946419034,0.4933560132439142,0.8435491005731256,0.2988242897220397,-0.07850766515253545,0.15534942463020876,0.5777759842658351,0.11901378012918545,-1.1937288428192272,-0.6795028982219486,1.5336505127255085,0.1814452359630618,-0.4102226255481419,-1.0121255236531632,0.32937140786116453,0.928542305294082,1
-2.5769549858140715,2.4658645242337824,0.4867701394169394,-0.3131034516885563,0.24018659366797282,0.30993218460868777,0.07133266155524422,-0.12915501587442524,-0.3131034516885563,2.512133771131058,0.3752035242337893,-1.0194638768315072,-0.31106601444187226,-2.2298233366074633,-0.5388351591650494,-0.6297518370558717,-0.3331616766151094,0.21515201599244815,-0.838325068486085,1.0658655615201371,1.2550575717388943,-1.2550575717373973,-0.3733981671968987,-0.4780947628667231,-0.34319649783248235,0.6177748966748957,1.1392288995789446,-1.5801688375944298,-1.984778734318947,-1.5176190928937958,0.4947967350632909,0.31391961794834344,-1.3940964331314087,-0.0842737616322729,0.2239921773764216,-1.203881695710647,0.7158154692080478,-1.917738289968934,-0.3773407936249896,1.0930738946419034,0.4933560132439142,0.8435491005731256,0.2939298872644765,0.11623523335222902,0.11241771834191372,0.4511040299926508,-0.006472667046857307,-1.1562068810229504,-0.25880611796423786,1.2312307015796975,0.1692271777872206,-0.40358430367984366,0.4253338454997946,1.376998609326777,-1.0769568540910868,1
