,0,0
0,-0.0,0.13111111111111112
1,-0.0,0.16222222222222224
2,-0.0,0.12111111111111113
3,-0.0,0.11222222222222222
4,0.0047619047619047615,0.0911111111111111
5,-0.0,0.0911111111111111
6,-0.0,0.0711111111111111
7,0.014705882352941175,0.061111111111111116
8,0.015789473684210527,0.04111111111111111
9,0.02325581395348837,0.05111111111111111
10,0.03191489361702128,0.05111111111111111
11,0.03921568627450979,0.04111111111111111
12,0.04363636363636364,0.08333333333333334
13,0.03833333333333333,0.07333333333333333
14,0.0453125,0.05111111111111111
15,0.04411764705882353,0.04111111111111111
16,0.04657534246575342,0.06222222222222222
17,0.04675324675324676,0.052222222222222225
18,0.04567901234567901,0.06222222222222222
19,0.04302325581395349,0.05111111111111111
